ORGAO_INTERNO;COD_TIPO;TIPO;COD_SUBELEMENTO;SUBELEMENTO
camara municipal;339035;servicos de consultoria;9900;servicos de consultoria
camara municipal;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
camara municipal;339039;outros servicos de terceiros - pessoa juridica;5799;servicos bancarios
camara municipal;339039;outros servicos de terceiros - pessoa juridica;5799;servicos bancarios
camara municipal;339030;material de consumo;716;material de expediente
camara municipal;339030;material de consumo;1921;material de limpeza e producao de higienizacao
camara municipal;339030;material de consumo;299;generos de alimentacao
camara municipal;339030;material de consumo;101;combustiveis e lubrificantes automotivos
camara municipal;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
camara municipal;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
camara municipal;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
camara municipal;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
camara municipal;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
camara municipal;339030;material de consumo;716;material de expediente
camara municipal;339039;outros servicos de terceiros - pessoa juridica;4299;locacao de softwares
camara municipal;339039;outros servicos de terceiros - pessoa juridica;4099;manutencao de software
camara municipal;339030;material de consumo;101;combustiveis e lubrificantes automotivos
camara municipal;339039;outros servicos de terceiros - pessoa juridica;5890;servicos de publicidade e propaganda
camara municipal;319013;obrigacoes patronais;9902;contribuicoes previdenciarias - inss
camara municipal;319113;contribuicoes patronais;9908;contribuicoes previdenciarias - rpps - ativo
camara municipal;319013;obrigacoes patronais;9902;contribuicoes previdenciarias - inss
camara municipal;319113;contribuicoes patronais;9908;contribuicoes previdenciarias - rpps - ativo
camara municipal;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
camara municipal;339039;outros servicos de terceiros - pessoa juridica;4517;manutencao e conservacao de maquinas e equipamentos
camara municipal;339039;outros servicos de terceiros - pessoa juridica;4517;manutencao e conservacao de maquinas e equipamentos
camara municipal;339039;outros servicos de terceiros - pessoa juridica;4899;festividades e homenagens
camara municipal;449052;equipamentos e material permanente;8099;outros materiais permanentes
camara municipal;339030;material de consumo;1099;material para manutencao de bens imoveis
camara municipal;339039;outros servicos de terceiros - pessoa juridica;4517;manutencao e conservacao de maquinas e equipamentos
camara municipal;449052;equipamentos e material permanente;8099;outros materiais permanentes
camara municipal;339039;outros servicos de terceiros - pessoa juridica;5799;servicos bancarios
camara municipal;339035;servicos de consultoria;9900;servicos de consultoria
camara municipal;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
camara municipal;339039;outros servicos de terceiros - pessoa juridica;5799;servicos bancarios
camara municipal;339039;outros servicos de terceiros - pessoa juridica;5799;servicos bancarios
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;4299;locacao de softwares
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;8999;servico notarial e registral
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
instituto de previdencia e assistencia municipal de cajazeiras;319013;obrigacoes patronais;9902;contribuicoes previdenciarias - inss
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;4299;locacao de softwares
instituto de previdencia e assistencia municipal de cajazeiras;449052;equipamentos e material permanente;7399;mobiliario em geral
instituto de previdencia e assistencia municipal de cajazeiras;449052;equipamentos e material permanente;7099;equipamentos de processamento de dados
instituto de previdencia e assistencia municipal de cajazeiras;319013;obrigacoes patronais;9902;contribuicoes previdenciarias - inss
instituto de previdencia e assistencia municipal de cajazeiras;339030;material de consumo;1999;outros materiais de consumo
instituto de previdencia e assistencia municipal de cajazeiras;449052;equipamentos e material permanente;7099;equipamentos de processamento de dados
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
instituto de previdencia e assistencia municipal de cajazeiras;339030;material de consumo;1999;outros materiais de consumo
instituto de previdencia e assistencia municipal de cajazeiras;339030;material de consumo;1921;material de limpeza e producao de higienizacao
instituto de previdencia e assistencia municipal de cajazeiras;339030;material de consumo;299;generos de alimentacao
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;5799;servicos bancarios
instituto de previdencia e assistencia municipal de cajazeiras;319013;obrigacoes patronais;9902;contribuicoes previdenciarias - inss
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
instituto de previdencia e assistencia municipal de cajazeiras;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
instituto de previdencia e assistencia municipal de cajazeiras;339030;material de consumo;716;material de expediente
instituto de previdencia e assistencia municipal de cajazeiras;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;319003;pensoes do rpps e do militar;9901;pensoes civis
instituto de previdencia e assistencia municipal de cajazeiras;319001;aposentadorias do rpps, reserva remunerada e reformas dos militares;9901;proventos - civil
instituto de previdencia e assistencia municipal de cajazeiras;339014;diarias - civil;9900;diarias - civil
instituto de previdencia e assistencia municipal de cajazeiras;339014;diarias - civil;9900;diarias - civil
instituto de previdencia e assistencia municipal de cajazeiras;339014;diarias - civil;9900;diarias - civil
